datetime,direction,score,pos_size,tp_pct,sl_pct,result,pnl,capital_after,conf_4h,conf_15m,atr_pct
2025-05-10 23:15:00,LONG,54.5,57.7,0.542,0.3614,LOSS,-0.3237,988.78,0.6038,0.5608,0.2409
2025-05-18 14:45:00,LONG,65.62,57.68,0.4513,0.3009,WIN,0.1447,988.93,0.6628,0.6294,0.2006
2025-05-18 15:30:00,LONG,65.75,57.69,0.5048,0.3365,LOSS,-0.3093,988.62,0.6628,0.5844,0.2243
2025-05-18 16:15:00,LONG,57.66,57.67,0.5353,0.3569,LOSS,-0.3209,988.3,0.6144,0.593,0.2379
2025-05-23 12:00:00,SHORT,57.61,49.41,0.8643,0.5762,LOSS,-0.3839,987.91,0.584,0.5874,0.3841
2025-05-23 12:45:00,SHORT,57.88,49.4,0.9761,0.6508,LOSS,-0.4206,987.49,0.584,0.5901,0.4338
2025-06-09 10:00:00,LONG,53.14,49.37,0.4521,0.3014,WIN,0.1242,987.62,0.6555,0.5639,0.2009
2025-06-09 10:45:00,LONG,58.1,57.61,0.4734,0.3156,WIN,0.1573,987.78,0.6555,0.6164,0.2104
2025-06-09 11:30:00,LONG,53.89,65.85,0.5069,0.3379,LOSS,-0.354,987.42,0.6555,0.598,0.2253
2025-06-09 12:15:00,LONG,55.41,65.83,0.494,0.3293,LOSS,-0.3482,987.07,0.6345,0.6102,0.2195
2025-06-09 21:00:00,LONG,54.48,65.8,0.5558,0.3705,WIN,0.2338,987.31,0.7015,0.5513,0.247
2025-06-10 14:45:00,LONG,55.01,65.82,0.5962,0.3974,WIN,0.2604,987.57,0.6431,0.5711,0.265
2025-06-13 00:45:00,SHORT,50.62,65.84,1.1614,0.7742,LOSS,-0.6419,986.93,0.6213,0.533,0.5162
2025-06-13 03:30:00,SHORT,50.56,65.8,1.1338,0.7559,LOSS,-0.6294,986.3,0.6213,0.5119,0.5039
2025-06-16 05:15:00,LONG,50.16,65.75,0.47,0.3133,WIN,0.1772,986.47,0.6514,0.5383,0.2089
2025-07-02 16:00:00,LONG,50.89,73.99,0.6521,0.4348,LOSS,-0.4693,986.0,0.6701,0.571,0.2898
2025-07-09 19:30:00,LONG,57.73,73.95,0.6279,0.4186,LOSS,-0.4572,985.55,0.7488,0.5659,0.2791
2025-07-10 17:00:00,LONG,67.24,73.92,0.7058,0.4705,WIN,0.3733,985.92,0.7415,0.5876,0.3137
2025-07-10 17:45:00,LONG,53.97,73.94,0.6917,0.4611,LOSS,-0.4885,985.43,0.7415,0.5743,0.3074
2025-07-10 21:15:00,LONG,64.89,65.7,1.0031,0.6687,WIN,0.5269,985.96,0.6521,0.6085,0.4458
2025-07-10 22:00:00,LONG,65.12,65.73,1.1,0.7333,LOSS,-0.613,985.35,0.6521,0.6075,0.4889
2025-07-10 22:45:00,LONG,64.85,57.48,0.989,0.6593,LOSS,-0.4936,984.85,0.6521,0.5901,0.4396
2025-07-10 23:30:00,LONG,64.56,49.24,0.8699,0.5799,WIN,0.3295,985.18,0.6521,0.5491,0.3866
2025-07-11 00:30:00,LONG,52.16,49.26,0.8502,0.5668,WIN,0.3199,985.5,0.63,0.5218,0.3779
2025-07-11 02:00:00,LONG,54.28,49.28,0.7028,0.4685,WIN,0.2474,985.75,0.63,0.5469,0.3123
2025-07-11 02:45:00,LONG,53.25,57.5,0.6847,0.4564,WIN,0.2783,986.03,0.63,0.5639,0.3043
2025-07-11 03:45:00,LONG,54.37,57.52,0.6294,0.4196,WIN,0.2466,986.27,0.63,0.5625,0.2797
2025-07-11 04:30:00,LONG,53.38,57.53,0.583,0.3887,WIN,0.22,986.49,0.7879,0.5354,0.2591
2025-07-11 05:15:00,LONG,66.22,57.55,0.6048,0.4032,WIN,0.2326,986.73,0.7879,0.5647,0.2688
2025-07-11 06:00:00,LONG,68.81,57.56,0.7216,0.4811,LOSS,-0.3918,986.33,0.7879,0.5595,0.3207
2025-07-11 08:00:00,LONG,50.54,49.32,0.6983,0.4656,WIN,0.2454,986.58,0.7816,0.5291,0.3104
2025-07-11 09:00:00,LONG,51.58,49.33,0.6183,0.4122,WIN,0.206,986.79,0.7816,0.5316,0.2748
2025-07-11 10:15:00,LONG,51.12,49.34,0.6516,0.4344,LOSS,-0.3128,986.47,0.7816,0.534,0.2896
2025-07-11 11:00:00,LONG,73.72,41.1,0.6384,0.4256,LOSS,-0.257,986.22,0.7816,0.5656,0.2837
2025-07-11 11:45:00,LONG,74.73,32.87,0.5815,0.3877,LOSS,-0.1931,986.02,0.7816,0.5658,0.2585
2025-07-11 12:30:00,LONG,55.79,32.87,0.5994,0.3996,LOSS,-0.1969,985.83,0.6567,0.5599,0.2664
2025-07-11 13:15:00,LONG,54.4,32.86,0.5764,0.3843,LOSS,-0.1919,985.63,0.6567,0.5727,0.2562
2025-07-11 16:00:00,LONG,60.04,32.85,0.7939,0.5293,WIN,0.1949,985.83,0.6741,0.5563,0.3528
2025-07-11 18:30:00,LONG,51.93,41.08,0.7063,0.4709,LOSS,-0.2754,985.55,0.6741,0.5693,0.3139
2025-07-14 03:30:00,LONG,66.42,41.06,0.7658,0.5105,WIN,0.232,985.79,0.6936,0.5769,0.3403
2025-07-14 04:30:00,LONG,58.47,49.29,0.7516,0.5011,WIN,0.2715,986.06,0.7415,0.5392,0.334
2025-07-14 05:15:00,LONG,80.72,57.52,0.8375,0.5584,LOSS,-0.4359,985.62,0.7415,0.6089,0.3722
2025-07-14 06:00:00,LONG,69.7,57.49,0.8422,0.5615,WIN,0.3687,985.99,0.7415,0.5327,0.3743
2025-07-14 07:15:00,LONG,51.47,57.52,0.7376,0.4917,WIN,0.3088,986.3,0.7415,0.5346,0.3278
2025-07-14 09:15:00,LONG,54.41,65.75,0.7062,0.4708,LOSS,-0.4407,985.86,0.6367,0.5479,0.3138
2025-07-14 15:00:00,LONG,50.61,57.51,0.8238,0.5492,LOSS,-0.4305,985.43,0.5624,0.5666,0.3661
2025-07-21 07:15:00,LONG,51.81,49.27,0.5219,0.3479,LOSS,-0.2698,985.16,0.5952,0.5679,0.232
2025-08-07 12:45:00,LONG,56.25,41.05,0.4669,0.3113,LOSS,-0.2097,984.95,0.6932,0.5931,0.2075
2025-08-07 13:30:00,LONG,55.15,32.83,0.4826,0.3218,LOSS,-0.1712,984.78,0.6932,0.5794,0.2145
2025-08-10 03:45:00,LONG,53.14,24.62,0.4787,0.3191,LOSS,-0.1277,984.65,0.6258,0.6524,0.2128
2025-08-10 04:30:00,LONG,53.36,19.69,0.4697,0.3131,LOSS,-0.101,984.55,0.6347,0.5797,0.2087
2025-08-11 02:00:00,LONG,56.64,19.69,0.6339,0.4226,WIN,0.0853,984.63,0.7232,0.574,0.2817
2025-08-11 02:45:00,LONG,52.21,19.69,0.6852,0.4568,LOSS,-0.1293,984.5,0.7232,0.5753,0.3045
2025-08-11 04:30:00,LONG,52.26,19.69,0.6418,0.4279,LOSS,-0.1235,984.38,0.7265,0.5519,0.2852
2025-08-11 06:15:00,LONG,51.72,19.69,0.593,0.3953,LOSS,-0.1171,984.26,0.7265,0.5559,0.2636
2025-08-11 07:15:00,LONG,52.77,19.69,0.5502,0.3668,LOSS,-0.1115,984.15,0.7265,0.5376,0.2446
2025-09-12 18:30:00,LONG,60.73,19.68,0.454,0.3027,LOSS,-0.0989,984.05,0.7301,0.5512,0.2018
2025-10-01 08:45:00,LONG,60.56,19.68,0.6077,0.4051,WIN,0.0801,984.13,0.7637,0.573,0.2701
2025-10-01 09:30:00,LONG,52.41,19.68,0.6108,0.4072,WIN,0.0807,984.21,0.7637,0.5548,0.2715
2025-10-01 10:30:00,LONG,64.3,19.68,0.542,0.3613,WIN,0.0672,984.28,0.7637,0.5564,0.2409
2025-10-01 11:15:00,LONG,69.92,24.61,0.4833,0.3222,WIN,0.0696,984.35,0.7637,0.6033,0.2148
2025-10-01 12:00:00,LONG,64.37,24.61,0.4968,0.3312,WIN,0.0729,984.42,0.7547,0.5789,0.2208
2025-10-01 13:45:00,LONG,50.85,24.61,0.4896,0.3264,WIN,0.0711,984.5,0.7547,0.5685,0.2176
2025-10-01 14:30:00,LONG,69.71,32.82,0.5547,0.3698,WIN,0.1162,984.61,0.7547,0.58,0.2466
2025-10-01 15:15:00,LONG,69.75,41.03,0.5695,0.3797,WIN,0.1514,984.76,0.7547,0.5777,0.2531
2025-10-01 16:00:00,LONG,67.12,41.03,0.5746,0.3831,LOSS,-0.2391,984.52,0.7329,0.5742,0.2554
2025-10-01 23:45:00,LONG,61.19,41.02,0.5166,0.3444,WIN,0.1297,984.65,0.6739,0.5401,0.2296
2025-10-03 15:45:00,LONG,57.21,49.23,0.6351,0.4234,WIN,0.2139,984.87,0.7228,0.5742,0.2823
2025-10-03 16:30:00,LONG,57.73,49.24,0.7731,0.5154,LOSS,-0.352,984.52,0.708,0.5879,0.3436
2025-10-05 02:30:00,LONG,54.11,49.23,0.4537,0.3025,WIN,0.1247,984.64,0.6762,0.5571,0.2017
2025-10-05 04:30:00,LONG,52.38,49.23,0.5755,0.3836,WIN,0.1846,984.82,0.7015,0.5399,0.2558
2025-10-05 05:15:00,LONG,57.99,57.45,0.7435,0.4956,LOSS,-0.3993,984.43,0.7015,0.5815,0.3304
2025-10-05 15:30:00,LONG,52.2,57.42,0.5009,0.3339,LOSS,-0.3064,984.12,0.575,0.6032,0.2226
2025-10-10 20:00:00,SHORT,64.95,49.21,1.048,0.6986,WIN,0.4178,984.54,0.7066,0.5295,0.4658
2025-10-10 20:45:00,SHORT,51.12,49.23,1.542,1.028,WIN,0.6614,985.2,0.7066,0.556,0.6853
2025-10-10 22:00:00,SHORT,59.3,49.26,4.301,2.8673,LOSS,-1.5124,983.69,0.7066,0.5098,1.9115
2025-10-10 22:45:00,SHORT,66.72,40.99,3.9598,2.6399,LOSS,-1.1651,982.52,0.7066,0.5459,1.7599
2025-10-10 23:30:00,SHORT,71.21,32.75,3.5836,2.389,WIN,1.1093,983.63,0.7066,0.6243,1.5927
2025-10-11 00:15:00,SHORT,61.79,32.79,3.3915,2.261,LOSS,-0.8076,982.82,0.6279,0.5735,1.5073
2025-10-11 01:00:00,SHORT,60.75,24.57,2.972,1.9813,LOSS,-0.5365,982.29,0.6279,0.5604,1.3209
2025-10-11 01:45:00,SHORT,50.09,24.56,2.697,1.798,LOSS,-0.4911,981.79,0.6279,0.5463,1.1987
2025-10-11 02:30:00,SHORT,59.49,19.64,2.4584,1.639,WIN,0.4439,982.24,0.6279,0.5929,1.0926
2025-10-11 03:15:00,SHORT,59.03,19.64,2.2724,1.515,LOSS,-0.3372,981.9,0.6279,0.5998,1.01
2025-10-11 04:00:00,SHORT,59.35,19.64,1.9974,1.3316,WIN,0.3534,982.25,0.6187,0.596,0.8878
2025-10-11 04:45:00,SHORT,59.07,24.56,1.8817,1.2545,WIN,0.4134,982.67,0.6187,0.5837,0.8363
2025-10-11 10:00:00,SHORT,52.9,32.76,1.1359,0.7573,WIN,0.3069,982.98,0.6618,0.5282,0.5048
2025-10-11 10:45:00,SHORT,59.93,40.96,1.033,0.6887,WIN,0.3416,983.32,0.6618,0.58,0.4591
2025-10-11 11:30:00,SHORT,59.76,49.17,0.9661,0.6441,WIN,0.3771,983.69,0.6618,0.5914,0.4294
2025-10-11 12:15:00,SHORT,61.92,49.18,0.8946,0.5964,WIN,0.3421,984.04,0.677,0.5724,0.3976
2025-10-11 13:00:00,SHORT,53.22,57.4,0.8247,0.5498,WIN,0.3591,984.39,0.677,0.5492,0.3666
2025-10-12 03:15:00,SHORT,51.57,57.42,1.0584,0.7056,LOSS,-0.5204,983.87,0.5943,0.5423,0.4704
2025-10-12 04:00:00,SHORT,51.2,49.19,1.008,0.672,LOSS,-0.4293,983.45,0.5848,0.544,0.448
2025-10-12 04:45:00,SHORT,51.09,49.17,0.9658,0.6438,LOSS,-0.4153,983.03,0.5848,0.5748,0.4292
2025-10-12 05:30:00,SHORT,50.89,40.96,0.8836,0.589,LOSS,-0.3234,982.71,0.5848,0.5697,0.3927
2025-10-12 06:15:00,SHORT,50.76,32.76,0.8299,0.5533,LOSS,-0.2469,982.46,0.5848,0.5521,0.3688
2025-10-14 14:30:00,SHORT,50.93,32.75,1.0591,0.7061,LOSS,-0.297,982.16,0.6076,0.5601,0.4707
2025-10-27 06:45:00,LONG,50.86,32.74,0.4884,0.3256,LOSS,-0.172,981.99,0.6857,0.5693,0.2171
2025-11-16 16:45:00,SHORT,51.05,32.73,0.8175,0.545,LOSS,-0.244,981.75,0.5515,0.566,0.3633
2025-11-18 17:15:00,SHORT,54.26,32.72,1.3348,0.8898,WIN,0.3718,982.12,0.6764,0.5473,0.5932
2025-11-19 21:15:00,SHORT,52.61,40.92,1.3567,0.9045,LOSS,-0.4523,981.67,0.5957,0.5327,0.603
2025-11-19 22:00:00,SHORT,51.44,40.9,1.2814,0.8543,LOSS,-0.4316,981.23,0.5957,0.5283,0.5695
2025-11-19 22:45:00,SHORT,52.93,40.88,1.1845,0.7897,LOSS,-0.405,980.83,0.5957,0.5354,0.5265
2025-11-20 00:00:00,SHORT,53.12,32.69,1.1289,0.7526,LOSS,-0.3117,980.52,0.6465,0.5364,0.5018
2025-11-21 09:45:00,SHORT,65.22,32.68,1.7475,1.165,LOSS,-0.4465,980.07,0.5668,0.5813,0.7767
2025-12-01 00:00:00,SHORT,68.93,32.67,0.8076,0.5384,WIN,0.1988,980.27,0.668,0.5869,0.3589
2025-12-01 00:45:00,SHORT,69.58,40.84,1.0682,0.7121,LOSS,-0.3728,979.9,0.668,0.6147,0.4747
2025-12-01 01:30:00,SHORT,69.75,40.83,1.136,0.7573,WIN,0.3826,980.28,0.668,0.5749,0.5049
2025-12-01 02:15:00,SHORT,69.67,49.01,1.1069,0.738,WIN,0.4451,980.72,0.668,0.6023,0.492
2025-12-01 03:00:00,SHORT,69.72,49.04,1.1267,0.7511,WIN,0.455,981.18,0.668,0.5947,0.5008
2025-12-01 03:45:00,SHORT,69.53,49.06,1.0473,0.6982,WIN,0.4162,981.6,0.668,0.6187,0.4655
2025-12-01 04:30:00,SHORT,55.88,49.08,1.0269,0.6846,LOSS,-0.4345,981.16,0.558,0.5937,0.4564
2025-12-01 05:15:00,SHORT,55.72,40.88,0.9625,0.6417,LOSS,-0.3443,980.82,0.558,0.5941,0.4278
2025-12-01 06:00:00,SHORT,55.63,32.69,0.9263,0.6176,LOSS,-0.2675,980.55,0.558,0.6354,0.4117
2025-12-01 06:45:00,SHORT,55.52,24.51,0.8822,0.5881,LOSS,-0.1933,980.36,0.558,0.6258,0.3921
2025-12-01 07:30:00,SHORT,55.43,19.61,0.8436,0.5624,WIN,0.1264,980.48,0.558,0.6492,0.3749
2025-12-01 08:15:00,SHORT,54.98,19.61,0.7793,0.5195,WIN,0.1137,980.6,0.5521,0.6144,0.3463
2025-12-01 09:00:00,SHORT,54.94,24.51,0.7609,0.5072,WIN,0.1377,980.73,0.5521,0.5976,0.3382
2025-12-01 09:45:00,SHORT,54.87,24.52,0.7344,0.4896,WIN,0.1312,980.87,0.5521,0.5839,0.3264
2025-12-01 10:30:00,SHORT,54.68,24.52,0.6567,0.4378,WIN,0.1121,980.98,0.5521,0.5502,0.2919
2025-12-12 15:45:00,SHORT,50.85,32.7,0.9824,0.6549,LOSS,-0.2798,980.7,0.5854,0.5871,0.4366
2026-01-04 00:45:00,LONG,51.58,24.52,0.4937,0.3291,LOSS,-0.1296,980.57,0.6945,0.5373,0.2194
2026-01-05 00:45:00,LONG,57.85,19.61,0.5494,0.3663,WIN,0.0684,980.64,0.75,0.5554,0.2442
2026-01-05 01:30:00,LONG,61.44,24.52,0.6849,0.4566,LOSS,-0.1609,980.48,0.75,0.5779,0.3044
2026-01-06 07:45:00,LONG,51.21,24.51,0.4528,0.3019,WIN,0.0619,980.54,0.604,0.6026,0.2013
2026-01-12 03:00:00,LONG,54.62,24.51,0.7089,0.4726,LOSS,-0.1648,980.37,0.6933,0.5758,0.3151
2026-01-13 22:00:00,LONG,59.8,19.61,1.0015,0.6676,LOSS,-0.17,980.2,0.6447,0.5897,0.4451
2026-01-13 22:45:00,LONG,56.26,19.6,1.0722,0.7148,LOSS,-0.1792,980.02,0.6447,0.5593,0.4765
2026-01-14 15:00:00,LONG,52.6,19.6,0.8119,0.5413,LOSS,-0.1452,979.88,0.581,0.5969,0.3608
2026-01-30 00:00:00,SHORT,56.58,19.6,0.7417,0.4945,WIN,0.1063,979.98,0.587,0.5727,0.3296
2026-01-30 01:30:00,SHORT,57.99,19.6,1.314,0.876,LOSS,-0.2111,979.77,0.587,0.5624,0.584
2026-01-31 16:00:00,SHORT,74.8,19.6,1.0729,0.7153,LOSS,-0.1795,979.59,0.6883,0.5668,0.4768
2026-01-31 16:45:00,SHORT,58.77,19.59,1.4132,0.9421,WIN,0.238,979.83,0.6883,0.5251,0.6281
2026-01-31 17:30:00,SHORT,77.87,19.6,1.8817,1.2545,WIN,0.3299,980.16,0.6883,0.5997,0.8363
2026-01-31 18:15:00,SHORT,77.77,24.5,1.8393,1.2262,WIN,0.4022,980.56,0.6883,0.5977,0.8175
2026-01-31 19:00:00,SHORT,79.15,24.51,2.4011,1.6007,LOSS,-0.4418,980.12,0.6883,0.5574,1.0671
2026-01-31 19:45:00,SHORT,78.94,19.6,2.3159,1.5439,LOSS,-0.3422,979.78,0.6883,0.5439,1.0293
2026-02-01 00:00:00,SHORT,63.13,19.6,1.6513,1.1008,WIN,0.2847,980.06,0.5865,0.5692,0.7339
2026-02-01 00:45:00,SHORT,62.95,19.6,1.5753,1.0502,LOSS,-0.2453,979.82,0.5865,0.5598,0.7001
2026-02-01 01:30:00,SHORT,52.46,19.6,1.5761,1.0508,LOSS,-0.2453,979.57,0.5865,0.5445,0.7005
2026-02-01 10:00:00,SHORT,57.89,19.59,0.851,0.5673,WIN,0.1277,979.7,0.5891,0.5562,0.3782
2026-02-01 18:30:00,SHORT,54.07,19.59,1.278,0.852,WIN,0.2115,979.91,0.5767,0.5235,0.568
2026-02-02 00:30:00,SHORT,51.44,19.6,1.8943,1.2629,WIN,0.3324,980.25,0.5603,0.5289,0.8419
2026-02-02 06:45:00,SHORT,57.19,19.6,2.2202,1.4801,LOSS,-0.3297,979.92,0.5653,0.5348,0.9867
2026-02-02 07:30:00,SHORT,63.7,19.6,2.0033,1.3355,LOSS,-0.3012,979.62,0.5653,0.5562,0.8903
2026-02-02 08:15:00,SHORT,67.4,19.59,1.8409,1.2272,LOSS,-0.2799,979.34,0.6508,0.5384,0.8182
2026-02-02 09:00:00,SHORT,64.13,19.59,1.658,1.1053,LOSS,-0.2559,979.08,0.6508,0.5332,0.7369
2026-02-02 09:45:00,SHORT,62.6,19.58,1.6066,1.0711,LOSS,-0.2491,978.83,0.6508,0.5384,0.714
2026-02-02 11:30:00,SHORT,70.29,19.58,1.2441,0.8294,LOSS,-0.2017,978.63,0.6508,0.5822,0.5529
2026-02-02 12:15:00,SHORT,56.31,19.57,1.2017,0.8011,LOSS,-0.1961,978.43,0.6122,0.5623,0.5341
2026-02-02 13:00:00,SHORT,63.58,19.57,1.1198,0.7465,LOSS,-0.1854,978.25,0.6122,0.5826,0.4977
2026-02-02 13:45:00,SHORT,54.74,19.56,1.1144,0.7429,LOSS,-0.1846,978.06,0.6122,0.5657,0.4953
2026-02-04 13:45:00,SHORT,51.38,19.56,0.9398,0.6265,LOSS,-0.1618,977.9,0.6056,0.547,0.4177
2026-02-05 21:15:00,SHORT,66.59,19.56,3.5325,2.355,WIN,0.6525,978.55,0.6266,0.5458,1.57
2026-02-05 22:00:00,SHORT,64.27,19.57,3.5491,2.3661,WIN,0.6562,979.21,0.6266,0.5417,1.5774
2026-02-05 22:45:00,SHORT,77.0,19.58,3.6133,2.4089,WIN,0.6692,979.88,0.6266,0.6074,1.6059
2026-02-05 23:30:00,SHORT,76.92,19.6,3.5809,2.3873,WIN,0.6633,980.54,0.6266,0.6028,1.5915
2026-02-06 00:30:00,SHORT,73.89,24.51,4.4829,2.9886,LOSS,-0.7824,979.76,0.6014,0.5769,1.9924
2026-02-06 01:15:00,SHORT,75.61,19.6,4.2756,2.8504,LOSS,-0.5983,979.16,0.6014,0.5763,1.9003
2026-02-06 02:00:00,SHORT,70.11,19.58,4.143,2.762,LOSS,-0.5806,978.58,0.6014,0.5449,1.8413
2026-02-06 02:45:00,SHORT,69.61,19.57,3.8688,2.5792,LOSS,-0.5444,978.04,0.6014,0.5535,1.7195
2026-02-06 03:30:00,SHORT,73.78,19.56,3.5339,2.356,LOSS,-0.5004,977.54,0.6014,0.595,1.5706
2026-02-06 05:15:00,SHORT,80.05,19.55,2.8177,1.8785,LOSS,-0.4067,977.13,0.6684,0.5667,1.2523
2026-02-06 06:00:00,SHORT,79.89,19.54,2.7527,1.8352,LOSS,-0.3981,976.73,0.6684,0.6129,1.2234
2026-02-06 06:45:00,SHORT,64.75,19.53,2.6785,1.7857,LOSS,-0.3882,976.34,0.6684,0.5751,1.1904
2026-02-06 08:00:00,SHORT,53.76,19.53,2.4701,1.6467,LOSS,-0.3609,975.98,0.7485,0.5323,1.0978
2026-02-06 08:45:00,SHORT,51.05,19.52,2.277,1.518,LOSS,-0.3356,975.65,0.7485,0.5333,1.012
2026-02-06 10:30:00,SHORT,87.49,19.51,1.9359,1.2906,LOSS,-0.2911,975.35,0.7485,0.6371,0.8604
2026-02-06 11:15:00,SHORT,86.97,19.51,1.723,1.1487,LOSS,-0.2633,975.09,0.7485,0.6102,0.7658
2026-02-15 13:45:00,SHORT,53.47,19.5,0.9404,0.627,WIN,0.1446,975.24,0.6274,0.5532,0.418
2026-02-23 00:15:00,SHORT,58.65,19.5,0.4601,0.3067,WIN,0.0508,975.29,0.6022,0.5494,0.2045
2026-02-23 01:00:00,SHORT,64.43,19.51,0.9127,0.6084,WIN,0.1392,975.43,0.6022,0.6134,0.4056
2026-02-23 01:45:00,SHORT,65.05,19.51,1.1654,0.777,LOSS,-0.1907,975.24,0.6022,0.5795,0.518
2026-02-23 02:30:00,SHORT,65.01,19.5,1.1511,0.7674,LOSS,-0.1888,975.05,0.6022,0.6251,0.5116
2026-02-23 03:15:00,SHORT,64.87,19.5,1.0915,0.7277,LOSS,-0.181,974.87,0.6022,0.5703,0.4851
2026-02-24 15:00:00,SHORT,54.27,19.5,1.0271,0.6847,LOSS,-0.1726,974.69,0.5674,0.5403,0.4565
2026-02-24 15:45:00,SHORT,54.0,19.49,1.0606,0.7071,LOSS,-0.177,974.52,0.5674,0.5434,0.4714
2026-02-25 16:00:00,LONG,59.95,19.49,1.1423,0.7615,WIN,0.1834,974.7,0.6408,0.5709,0.5077
2026-02-25 16:45:00,LONG,59.94,19.49,1.1392,0.7595,WIN,0.1829,974.88,0.6408,0.5979,0.5063
2026-02-25 17:30:00,LONG,60.11,19.5,1.2084,0.8056,WIN,0.1964,975.08,0.6408,0.5975,0.5371
2026-02-25 18:15:00,LONG,60.38,19.5,1.3162,0.8775,LOSS,-0.21,974.87,0.6408,0.5895,0.585
2026-02-25 19:15:00,LONG,60.36,19.5,1.3066,0.8711,WIN,0.2155,975.08,0.6408,0.5572,0.5807
2026-02-28 06:15:00,SHORT,60.96,19.5,0.733,0.4887,WIN,0.1041,975.19,0.5901,0.5879,0.3258
2026-02-28 07:00:00,SHORT,57.17,19.5,1.2551,0.8367,LOSS,-0.2024,974.99,0.5901,0.5191,0.5578
2026-03-04 12:00:00,LONG,54.95,19.5,1.2529,0.8353,WIN,0.2051,975.19,0.6232,0.5443,0.5568
2026-03-04 15:45:00,LONG,54.92,19.5,1.5832,1.0554,LOSS,-0.2447,974.95,0.6232,0.5546,0.7036
2026-03-06 14:45:00,SHORT,57.09,19.5,1.3277,0.8851,LOSS,-0.2118,974.73,0.6402,0.5443,0.5901
2026-03-18 12:30:00,SHORT,53.7,19.49,0.829,0.5526,WIN,0.1228,974.86,0.6506,0.5978,0.3684
2026-03-18 13:15:00,SHORT,53.7,19.5,0.8275,0.5517,WIN,0.1225,974.98,0.6506,0.5868,0.3678
2026-03-18 14:00:00,SHORT,53.86,19.5,0.8953,0.5969,WIN,0.1358,975.12,0.6506,0.5723,0.3979
2026-03-18 14:45:00,SHORT,54.11,19.5,0.9967,0.6645,LOSS,-0.1687,974.95,0.6506,0.6041,0.443
2026-03-18 15:30:00,SHORT,54.23,19.5,1.0435,0.6956,LOSS,-0.1748,974.77,0.6506,0.5572,0.4638
2026-04-07 22:45:00,LONG,50.16,19.5,1.2793,0.8529,WIN,0.2102,974.98,0.5727,0.6161,0.5686
