datetime,direction,score,pos_size,tp_pct,sl_pct,rr_actual,result,pnl,capital_after,conf_4h,conf_15m_dir,conf_15m_opp,atr_15m,atr_4h_used,macro_ema,trade_pct
2025-07-11 18:45:00,LONG,67.34,144.24,2.2198,1.1099,2.0,LOSS,-1.8878,1107.64,0.6741,0.498,0.2956,0.3049,1.1099,9.8861,0.13
2025-07-13 22:00:00,LONG,66.77,135.69,1.6635,0.8318,2.0,WIN,1.9835,1109.62,0.7014,0.4337,0.2956,0.227,0.8318,9.4928,0.1225
2025-07-13 23:15:00,LONG,66.75,135.93,1.6635,0.8318,2.0,WIN,1.9871,1111.61,0.7014,0.4337,0.2956,0.2224,0.8318,9.4928,0.1225
2025-07-14 03:30:00,LONG,71.44,136.17,1.8295,0.9148,2.0,WIN,2.2164,1113.82,0.6936,0.498,0.2818,0.3403,0.9148,10.9008,0.1225
2025-07-14 04:30:00,LONG,79.89,136.44,1.981,0.9905,2.0,WIN,2.4274,1116.25,0.7415,0.4824,0.2956,0.334,0.9905,12.582,0.1225
2025-07-14 05:30:00,LONG,80.07,145.11,1.981,0.9905,2.0,LOSS,-1.7261,1114.52,0.7415,0.498,0.2813,0.3655,0.9905,12.582,0.13
2025-07-14 07:15:00,LONG,60.3,136.53,1.981,0.9905,2.0,WIN,2.4289,1116.95,0.7415,0.4337,0.357,0.3278,0.9905,12.582,0.1225
2025-07-14 09:00:00,LONG,61.2,136.83,2.025,1.0125,2.0,LOSS,-1.6576,1115.3,0.6367,0.4337,0.2956,0.3135,1.0125,11.2918,0.1225
2025-08-11 02:00:00,LONG,67.87,128.26,1.8183,0.9092,2.0,WIN,2.0733,1117.37,0.7232,0.498,0.2956,0.2817,0.9092,5.5729,0.115
2025-08-11 03:00:00,LONG,65.6,136.88,1.8183,0.9092,2.0,LOSS,-1.5169,1115.85,0.7232,0.498,0.357,0.3076,0.9092,5.5729,0.1225
2025-08-11 04:00:00,LONG,68.11,136.69,1.7933,0.8966,2.0,LOSS,-1.4978,1114.35,0.7265,0.498,0.2956,0.2998,0.8966,5.3499,0.1225
2025-08-11 05:15:00,LONG,64.92,128.15,1.7933,0.8966,2.0,LOSS,-1.4042,1112.95,0.7265,0.4337,0.2956,0.2985,0.8966,5.3499,0.115
